Equity Index,1m,3m,6m,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y,11y,12y,13y,14y,15y,16y,17y,18y,19y,20y,21y,22y,23y,24y,25y,26y,27y,28y,29y,30y,1m90,1m95,1m97_5,1m100,1m102_5,1m105,1m110,3m90,3m95,3m97_5,3m100,3m102_5,3m105,3m110,6m90,6m95,6m97_5,6m100,6m102_5,6m105,6m110,1y90,1y95,1y97_5,1y100,1y102_5,1y105,1y110,2y90,2y95,2y97_5,2y100,2y102_5,2y105,2y110,cr1y,cr2y,cr3y,cr4y,cr5y,cr6y,cr7y,cr8y,cr9y,cr10y
176.654245,1.675754,1.730516,1.807232,1.943188,2.158309,2.316986,2.435854,2.526332,2.596321,2.651333,2.695252,2.730844,2.7601,2.784467,2.805014,2.822534,2.837627,2.850751,2.86226,2.872429,2.881477,2.889578,2.896871,2.903472,2.909474,2.914955,2.919979,2.924602,2.92887,2.932822,2.936492,2.939908,2.943097,31.048103,30.026873,29.598515,29.145651,28.725926,28.274367,27.441056,30.504983,29.693522,29.334196,28.936925,28.557586,28.194467,27.591906,29.579242,28.918021,28.577769,28.113026,27.660348,27.351186,26.823266,28.320847,27.800051,27.537553,27.189632,26.858738,26.632182,26.211631,27.70437,27.479859,27.374785,27.045498,26.722843,26.615571,26.408678,2.486923,2.57174,2.635514,2.684322,2.72229,2.752274,2.776287,2.795776,2.81179,2.825105
178.342285,1.728196,1.780872,1.854662,1.985422,2.192289,2.344855,2.459133,2.546112,2.61339,2.666269,2.708485,2.742695,2.770815,2.794236,2.813984,2.830823,2.84533,2.857944,2.869005,2.878779,2.887475,2.895261,2.902271,2.908615,2.914383,2.919651,2.92448,2.928924,2.933025,2.936823,2.94035,2.943634,2.946699,30.579764,29.600578,29.110462,28.643719,28.222261,27.875601,27.191476,30.436073,29.439697,28.976371,28.46758,27.995005,27.607817,26.926613,29.480553,28.810307,28.498732,28.148005,27.759818,27.403209,26.76846,28.696494,28.195637,27.955568,27.484855,27.044822,26.860636,26.495093,27.508691,27.17516,27.011885,26.862403,26.701896,26.528189,26.210532,2.39468,2.494872,2.570686,2.628977,2.674472,2.710485,2.739375,2.762849,2.782156,2.798217
176.944233,1.732989,1.785475,1.858998,1.989282,2.195395,2.347402,2.461261,2.54792,2.61495,2.667634,2.709694,2.743779,2.771794,2.795129,2.814804,2.831581,2.846034,2.858601,2.869622,2.87936,2.888024,2.89578,2.902764,2.909085,2.914832,2.92008,2.924892,2.929318,2.933405,2.937189,2.940703,2.943975,2.947028,29.592372,28.678252,28.262526,27.766988,27.346317,27.030126,26.418635,29.345609,28.421474,27.948919,27.56252,27.185889,26.770248,26.004975,28.73313,27.996057,27.608848,27.285816,26.970215,26.64862,26.047366,27.876607,27.450594,27.246104,27.021312,26.795206,26.585607,26.158066,27.37754,27.065953,26.916721,26.883733,26.848502,26.698771,26.413459,2.375994,2.4793,2.557551,2.617763,2.664783,2.702017,2.731895,2.756177,2.77615,2.792768
182.184035,1.730821,1.783392,1.857036,1.987536,2.19399,2.34625,2.460298,2.547102,2.614244,2.667016,2.709147,2.743289,2.771351,2.794725,2.814433,2.831238,2.845715,2.858304,2.869343,2.879097,2.887776,2.895545,2.902541,2.908872,2.914629,2.919886,2.924706,2.92914,2.933233,2.937024,2.940543,2.94382,2.946879,29.716257,28.583636,27.940929,27.417303,26.960758,26.470691,25.416763,28.615092,27.599244,27.146602,26.911642,26.65734,26.184083,25.270853,28.266009,27.489185,27.115662,26.914849,26.733516,26.399008,25.720892,27.689375,27.14409,26.88499,26.726668,26.570064,26.338863,25.907129,27.329031,27.043621,26.909621,26.579173,26.253716,26.13112,25.924042,2.346856,2.455015,2.537068,2.600275,2.649672,2.68881,2.72023,2.745771,2.766784,2.78427
185.95544,1.713106,1.766382,1.841015,1.97327,2.182512,2.336836,2.452435,2.540421,2.608479,2.661972,2.704677,2.739286,2.767732,2.791426,2.811403,2.828438,2.843114,2.855875,2.867065,2.876952,2.88575,2.893626,2.900717,2.907135,2.912971,2.9183,2.923185,2.92768,2.93183,2.935672,2.93924,2.942562,2.945663,29.767236,28.553386,28.024326,27.547017,27.043351,26.499987,25.575361,29.47913,28.609353,28.139536,27.671393,27.22238,26.759276,25.976764,28.529133,27.738757,27.358294,27.088195,26.81844,26.478743,25.793488,27.908609,27.330456,27.056326,26.921268,26.801073,26.538716,26.023565,27.34601,27.030855,26.883688,26.802935,26.726067,26.593336,26.34465,2.315892,2.429207,2.5153,2.581689,2.633612,2.674774,2.707831,2.734711,2.756829,2.775237
183.056354,1.719714,1.772727,1.846991,1.978591,2.186794,2.340348,2.455369,2.542913,2.61063,2.663854,2.706345,2.740779,2.769082,2.792656,2.812534,2.829483,2.844084,2.856781,2.867915,2.877752,2.886505,2.894342,2.901398,2.907783,2.91359,2.918892,2.923752,2.928225,2.932353,2.936176,2.939726,2.943032,2.946117,28.093065,27.49093,27.016161,26.520687,26.020774,25.581053,24.751002,28.20258,27.258182,26.822443,26.421581,26.00917,25.581925,24.793556,28.053363,27.417412,27.097524,26.662468,26.219962,25.921797,25.335699,27.392196,26.873977,26.629972,26.304165,26.000408,25.803727,25.432802,27.135684,26.852567,26.718758,26.254854,25.807768,25.686072,25.426171,2.212995,2.343437,2.442947,2.519909,2.580227,2.628114,2.666613,2.697941,2.723733,2.745207
184.994761,1.767459,1.818573,1.890172,2.01704,2.217726,2.365716,2.476558,2.560917,2.626166,2.677448,2.718389,2.751565,2.778835,2.801547,2.820698,2.837028,2.851095,2.863327,2.874054,2.883532,2.891965,2.899514,2.906312,2.912464,2.918058,2.923166,2.927849,2.932157,2.936135,2.939818,2.943238,2.946422,2.949394,28.666936,27.336013,26.629407,26.124098,25.674841,25.071325,23.863562,27.566875,26.654167,26.214025,25.740995,25.293915,24.898588,24.122396,27.644507,26.990297,26.672193,26.195652,25.706083,25.36414,24.761838,27.460555,27.035867,26.844696,26.423558,25.999176,25.814448,25.458499,27.352274,27.055378,26.913141,26.428134,25.952014,25.830541,25.604151,2.213512,2.343868,2.443311,2.520219,2.580495,2.628349,2.66682,2.698126,2.7239,2.745358
182.80518,1.71975,1.772762,1.847024,1.97862,2.186817,2.340367,2.455385,2.542927,2.610641,2.663864,2.706354,2.740787,2.76909,2.792663,2.81254,2.829488,2.84409,2.856786,2.867919,2.877757,2.88651,2.894346,2.901401,2.907787,2.913593,2.918895,2.923756,2.928228,2.932356,2.936179,2.939729,2.943034,2.946119,27.547561,26.539245,26.016682,25.548188,25.070407,24.544557,23.672453,27.740082,26.851582,26.393931,25.958544,25.539241,25.139997,24.266366,27.316017,26.571068,26.198118,25.835438,25.477644,25.136546,24.512746,27.024895,26.504806,26.25785,25.978432,25.707732,25.46966,25.000889,26.856545,26.547419,26.391733,26.034478,25.691117,25.555998,25.302521,2.280278,2.399523,2.49026,2.560309,2.615138,2.658627,2.693568,2.721987,2.745377,2.764846
182.595488,1.769182,1.820228,1.891731,2.018428,2.218843,2.366632,2.477323,2.561567,2.626727,2.677939,2.718823,2.751955,2.779187,2.801868,2.820993,2.8373,2.851348,2.863564,2.874275,2.88374,2.892162,2.899701,2.906489,2.912633,2.918219,2.92332,2.927997,2.932299,2.936271,2.939949,2.943365,2.946545,2.949513,26.479982,25.534014,25.019236,24.451055,23.87394,23.365621,22.617003,26.59887,25.8796,25.522505,24.90204,24.29065,23.991272,23.416726,26.955449,26.245032,25.884156,25.344658,24.80966,24.487491,23.913466,26.839259,26.391072,26.173002,25.856731,25.544238,25.352883,25.01881,26.754225,26.462162,26.323071,26.148439,25.987875,25.878995,25.664908,2.206943,2.338392,2.438691,2.516274,2.577086,2.625369,2.664188,2.695777,2.721786,2.74344
180.592686,1.722871,1.775759,1.849846,1.981134,2.18884,2.342026,2.45677,2.544104,2.611657,2.664753,2.707141,2.741492,2.769727,2.793245,2.813074,2.829982,2.844548,2.857214,2.868321,2.878135,2.886866,2.894684,2.901723,2.908093,2.913885,2.919174,2.924023,2.928485,2.932603,2.936417,2.939959,2.943256,2.946333,27.424462,26.332279,25.897686,25.399485,24.896058,24.488723,23.729567,27.228551,26.20954,25.713153,25.305439,24.889864,24.471097,23.66304,26.873414,26.219274,25.8692,25.475026,25.110392,24.831725,24.281368,26.830607,26.366699,26.13351,25.838906,25.544309,25.326337,24.901807,26.870823,26.547351,26.389466,26.212171,26.043859,25.903147,25.647911,2.197239,2.330303,2.431867,2.510447,2.57205,2.620968,2.660299,2.692309,2.718664,2.740607
182.363844,1.701293,1.755039,1.830331,1.963756,2.174858,2.330559,2.447192,2.535966,2.604634,2.658607,2.701697,2.736616,2.765319,2.789225,2.809383,2.826571,2.841379,2.854254,2.865545,2.875522,2.884399,2.892346,2.899501,2.905977,2.911865,2.917242,2.922172,2.926707,2.930894,2.934771,2.938371,2.941723,2.944852,26.666308,25.458282,24.954313,24.559518,24.157737,23.663095,22.769823,26.479385,25.577986,25.143585,24.579116,24.027491,23.658589,23.016708,26.58793,25.768809,25.392572,25.094856,24.806246,24.469009,23.883329,26.380005,25.855274,25.603334,25.323389,25.066549,24.853575,24.384287,26.815448,26.534931,26.388193,26.108589,25.838017,25.701886,25.443144,2.127673,2.272306,2.382937,2.468662,2.53594,2.589405,2.632416,2.667433,2.696273,2.72029
181.771927,1.684358,1.738777,1.815013,1.950117,2.163885,2.321559,2.439674,2.529578,2.599122,2.653783,2.697423,2.732789,2.761858,2.78607,2.806486,2.823894,2.838891,2.851931,2.863367,2.873471,2.882461,2.89051,2.897757,2.904316,2.91028,2.915725,2.920718,2.925312,2.929552,2.933479,2.937125,2.94052,2.943688,25.763898,25.263716,24.80053,24.176713,23.600649,23.191373,22.61919,26.57022,25.561057,25.061381,24.624204,24.171034,23.676958,22.741572,26.538676,25.783261,25.440578,24.999524,24.580161,24.269856,23.682583,26.567559,26.128617,25.901306,25.622444,25.348426,25.137097,24.703562,26.597255,26.33056,26.202123,26.063102,25.91795,25.783398,25.529835,2.042097,2.200952,2.322732,2.417245,2.491503,2.550562,2.5981,2.636818,2.668715,2.695284
181.528361,1.670992,1.725943,1.802924,1.939353,2.155223,2.314455,2.43374,2.524536,2.594771,2.649976,2.69405,2.729768,2.759127,2.78358,2.804199,2.821781,2.836927,2.850098,2.861647,2.871852,2.880932,2.889061,2.896381,2.903005,2.909028,2.914528,2.919571,2.92421,2.928493,2.932459,2.936141,2.93957,2.94277,26.64138,25.219067,24.5821,24.035568,23.576755,22.976934,21.56949,26.560728,25.553344,25.061315,24.768826,24.433902,23.90182,22.907516,26.499275,25.656762,25.255436,25.051573,24.86152,24.49222,23.773003,26.45947,25.928976,25.660727,25.582154,25.511712,25.246358,24.730105,26.578513,26.257606,26.095248,26.137225,26.174115,26.014275,25.697804,2.038084,2.197605,2.319908,2.414834,2.489419,2.54874,2.59649,2.635382,2.667423,2.694111
177.799878,1.7183,1.771369,1.845712,1.977452,2.185878,2.339596,2.454741,2.54238,2.610169,2.663451,2.705988,2.740459,2.768793,2.792393,2.812292,2.829259,2.843877,2.856587,2.867733,2.877581,2.886344,2.894189,2.901252,2.907645,2.913457,2.918765,2.923631,2.928108,2.932241,2.936068,2.939622,2.942931,2.94602,27.959556,26.66379,26.002618,25.464849,24.989376,24.42162,22.825224,27.351628,26.412598,25.92851,25.457241,25.041443,24.666771,23.820125,27.193719,26.505849,26.207008,25.735438,25.295749,25.02155,24.45485,26.970042,26.558384,26.36415,25.954868,25.557166,25.376401,25.023652,26.57347,26.350069,26.248425,25.968926,25.701858,25.623305,25.467077,2.165987,2.304249,2.409887,2.491677,2.555829,2.60679,2.647774,2.681135,2.708606,2.731481
175.077141,1.670587,1.725554,1.802558,1.939026,2.154961,2.314239,2.43356,2.524383,2.594639,2.64986,2.693948,2.729676,2.759044,2.783505,2.804129,2.821716,2.836868,2.850042,2.861595,2.871803,2.880886,2.889017,2.896339,2.902965,2.90899,2.914492,2.919536,2.924177,2.928461,2.932428,2.936111,2.939541,2.942742,28.278706,27.25231,26.73771,26.239038,25.705294,25.154866,24.301438,27.679545,26.739935,26.315727,25.826127,25.324696,24.895934,24.144588,27.399593,26.6531,26.304824,25.882745,25.467912,25.192998,24.603641,27.376603,26.836204,26.606765,26.199556,25.794422,25.605342,25.235919,27.223485,26.869719,26.71227,26.556307,26.407289,26.26834,25.98129,2.197216,2.330283,2.431851,2.510433,2.572038,2.620957,2.66029,2.6923,2.718656,2.7406
177.561165,1.653628,1.709269,1.787219,1.925368,2.143971,2.305225,2.42603,2.517985,2.589117,2.645029,2.689667,2.725843,2.755578,2.780345,2.801228,2.819035,2.834376,2.847715,2.859413,2.869749,2.878945,2.887179,2.894592,2.901301,2.907402,2.912973,2.91808,2.922779,2.927116,2.931133,2.934863,2.938336,2.941577,26.915376,25.618351,25.137563,24.701564,24.22833,23.693384,22.593893,26.840598,25.639668,25.03273,24.854894,24.711236,24.188711,23.156893,26.332869,25.462228,25.038257,24.909074,24.780145,24.376604,23.629088,26.582531,25.970503,25.675047,25.667928,25.657798,25.38285,24.848753,26.409445,26.014474,25.829115,25.852342,25.874104,25.701157,25.346664,2.068293,2.222795,2.341163,2.432986,2.505108,2.562454,2.608606,2.646192,2.677153,2.70294
179.487916,1.642197,1.698292,1.776879,1.91616,2.136562,2.299149,2.420954,2.513672,2.585395,2.641772,2.686781,2.723258,2.753241,2.778214,2.799271,2.817227,2.832696,2.846147,2.857942,2.868364,2.877637,2.885939,2.893414,2.90018,2.906331,2.911948,2.917098,2.921836,2.92621,2.93026,2.934022,2.937523,2.940792,26.1906,25.516422,25.060985,24.464193,23.877701,23.427528,22.494172,26.682093,25.727968,25.261854,24.861779,24.499221,24.096841,23.342151,26.564935,25.81285,25.448834,25.284969,25.142942,24.81617,24.162097,26.797347,26.310754,26.067583,26.010915,25.964834,25.735596,25.321694,26.678815,26.328068,26.161844,26.067653,25.988021,25.853462,25.615155,2.065725,2.220654,2.339356,2.431443,2.503774,2.561288,2.607577,2.645273,2.676326,2.70219
176.450542,1.675501,1.730273,1.807003,1.942984,2.158145,2.316851,2.435742,2.526237,2.596239,2.65126,2.695188,2.730787,2.760048,2.78442,2.80497,2.822494,2.83759,2.850716,2.862227,2.872398,2.881448,2.88955,2.896845,2.903447,2.90945,2.914932,2.919958,2.924582,2.92885,2.932803,2.936473,2.93989,2.94308,27.326089,26.088679,25.452731,24.923104,24.428458,23.938403,23.017339,27.503252,26.587044,26.104514,25.467177,24.819815,24.403639,23.639042,27.264025,26.510091,26.137852,25.601555,25.079584,24.770676,24.204628,26.722938,26.254545,26.033769,25.751714,25.46663,25.224085,24.776444,26.628012,26.369036,26.250798,25.873875,25.506756,25.404769,25.19415,2.121198,2.266907,2.378382,2.464772,2.532578,2.586466,2.62982,2.665117,2.694189,2.718399
171.555208,1.601633,1.65934,1.740189,1.883487,2.110271,2.277584,2.402939,2.498365,2.572185,2.630212,2.67654,2.714085,2.744947,2.770653,2.792328,2.810811,2.826733,2.840579,2.85272,2.863449,2.872994,2.88154,2.889235,2.896199,2.902531,2.908313,2.913614,2.918491,2.922994,2.927163,2.931035,2.934639,2.938004,28.133351,26.944193,26.366798,25.884376,25.463117,25.007704,24.285386,28.147791,27.40137,26.982917,26.592832,26.169146,25.677254,24.864962,27.680016,26.946416,26.625027,26.328584,26.052228,25.763733,25.180384,27.285887,26.790267,26.550369,26.234896,25.922615,25.717474,25.348824,26.911367,26.525783,26.35293,26.262385,26.179221,26.025218,25.709643,2.297275,2.413691,2.502211,2.570513,2.623955,2.666334,2.700376,2.72806,2.750843,2.769806
173.870054,1.637615,1.693893,1.772735,1.91247,2.133593,2.296713,2.418919,2.511943,2.583903,2.640466,2.685625,2.722222,2.752304,2.77736,2.798487,2.816502,2.832022,2.845518,2.857352,2.867809,2.877113,2.885443,2.892942,2.89973,2.905902,2.911538,2.916705,2.921459,2.925847,2.929911,2.933684,2.937198,2.940477,28.341516,27.518823,27.032618,26.480126,25.975068,25.604276,24.865731,27.904824,27.025618,26.586097,26.223115,25.875415,25.450158,24.544728,28.033632,27.308203,26.993429,26.677173,26.352651,26.007178,25.392593,27.786959,27.234536,26.953232,26.673753,26.407672,26.145513,25.684321,27.633215,27.307918,27.151181,27.010665,26.867424,26.714629,26.432111,2.243284,2.368686,2.464248,2.538097,2.595944,2.641852,2.678749,2.708767,2.733478,2.754049
181.148201,1.62114,1.678072,1.757833,1.899199,2.122915,2.287955,2.411602,2.505726,2.578538,2.635771,2.681465,2.718497,2.748936,2.774289,2.795667,2.813896,2.829601,2.843257,2.855231,2.865813,2.875227,2.883656,2.891245,2.898113,2.904358,2.910061,2.91529,2.9201,2.924541,2.928653,2.932471,2.936026,2.939345,27.647764,26.794201,26.384947,25.843111,25.320004,24.885976,24.342299,27.910823,26.908456,26.483297,26.06771,25.624566,25.259903,24.583881,27.230371,26.524591,26.198824,25.920139,25.655252,25.366374,24.765747,26.97969,26.433876,26.185718,26.039222,25.885519,25.637318,25.173208,26.762514,26.391751,26.216908,26.270103,26.311085,26.1353,25.827084,2.078527,2.231329,2.348363,2.439136,2.510422,2.5671,2.612711,2.649853,2.680449,2.705931
181.041686,1.625691,1.682442,1.76195,1.902866,2.125865,2.290374,2.413624,2.507444,2.58002,2.637068,2.682615,2.719526,2.749866,2.775138,2.796446,2.814616,2.83027,2.843881,2.855817,2.866364,2.875748,2.884149,2.891714,2.89856,2.904785,2.910469,2.915681,2.920475,2.924902,2.929,2.932806,2.93635,2.939658,28.300933,27.795912,27.514193,26.977031,26.38307,25.953962,25.354178,28.491915,27.633811,27.17883,26.535576,25.933821,25.557998,24.86138,28.046759,27.386372,27.04809,26.513574,26.010527,25.718075,25.173016,27.498482,27.101216,26.917813,26.390312,25.86535,25.688866,25.308866,27.465293,27.242586,27.136187,26.54242,25.956636,25.869182,25.697875,2.076102,2.229307,2.346657,2.437679,2.509163,2.565999,2.611738,2.648986,2.679668,2.705222
179.43151,1.696735,1.750662,1.826208,1.960085,2.171905,2.328136,2.445168,2.534246,2.603151,2.657309,2.700547,2.735586,2.764387,2.788376,2.808603,2.82585,2.840709,2.853629,2.864959,2.87497,2.883877,2.891852,2.899032,2.90553,2.911438,2.916834,2.92178,2.926331,2.930533,2.934423,2.938036,2.941399,2.944539,28.311129,27.841161,27.563945,26.934821,26.262533,25.949033,25.527239,28.402221,27.599481,27.192191,26.694896,26.214031,25.809205,25.045386,27.904137,27.100915,26.710849,26.548136,26.409013,26.069,25.401118,27.296932,26.734099,26.475799,26.548037,26.611513,26.345262,25.835476,26.893791,26.515985,26.34656,26.371966,26.396471,26.24154,25.928539,2.077944,2.230842,2.347953,2.438785,2.510119,2.566835,2.612477,2.649644,2.680261,2.70576
176.030842,1.702061,1.755776,1.831025,1.964374,2.175356,2.330967,2.447532,2.536255,2.604884,2.658826,2.70189,2.73679,2.765476,2.789368,2.809514,2.826692,2.841491,2.85436,2.865644,2.875615,2.884486,2.892429,2.89958,2.906052,2.911937,2.917311,2.922237,2.92677,2.930955,2.934829,2.938427,2.941778,2.944904,28.465182,27.807807,27.488609,27.0374,26.550217,26.167561,25.497628,28.510396,27.593964,27.141682,26.70755,26.278665,25.924626,25.269359,27.940314,27.171087,26.808541,26.480944,26.133467,25.770109,25.058421,27.543797,27.077417,26.854827,26.474414,26.089692,25.869117,25.451105,26.983763,26.710486,26.585705,26.359394,26.139458,26.037865,25.842172,2.129477,2.273809,2.384205,2.469745,2.536876,2.590223,2.633139,2.668078,2.696854,2.720817
179.270157,1.663348,1.718603,1.79601,1.933196,2.15027,2.310392,2.430346,2.521652,2.592282,2.647798,2.692121,2.72804,2.757564,2.782156,2.802891,2.820572,2.835804,2.849049,2.860664,2.870926,2.880058,2.888233,2.895593,2.902255,2.908312,2.913843,2.918914,2.92358,2.927887,2.931875,2.935579,2.939027,2.942245,28.54307,27.761125,27.332833,26.819872,26.333668,25.953951,25.333841,28.507717,27.657281,27.246775,26.782748,26.318732,25.875707,25.066493,28.17245,27.517545,27.205432,26.749789,26.302991,26.026689,25.423036,27.830357,27.390804,27.180166,26.918733,26.659401,26.44272,26.01031,27.22006,26.945429,26.808991,26.651164,26.508433,26.389556,26.161681,2.06732,2.221984,2.340478,2.432402,2.504603,2.562012,2.608216,2.645844,2.67684,2.702656
184.746483,1.63321,1.689662,1.76875,1.908922,2.130738,2.294371,2.416963,2.510281,2.582469,2.639211,2.684513,2.721226,2.751404,2.776539,2.797733,2.815806,2.831375,2.844913,2.856785,2.867275,2.876609,2.884965,2.892489,2.899298,2.905489,2.911143,2.916326,2.921095,2.925498,2.929574,2.93336,2.936885,2.940174,27.323571,26.085026,25.495717,25.008497,24.538268,23.982206,23.178783,26.876365,26.051384,25.626615,25.307784,25.009544,24.571722,23.6751,27.122986,26.4087,26.088646,25.822759,25.546448,25.221024,24.584572,27.214362,26.745071,26.526812,26.242822,25.968177,25.750937,25.310731,26.917781,26.677717,26.560159,26.307142,26.063815,25.956307,25.753941,2.022294,2.184438,2.308797,2.405344,2.481217,2.54157,2.590156,2.629731,2.662336,2.689495
183.712137,1.593608,1.651634,1.732929,1.877023,2.105069,2.273317,2.399374,2.495336,2.569571,2.627924,2.674513,2.71227,2.743306,2.769157,2.790954,2.809541,2.825553,2.839477,2.851687,2.862476,2.872075,2.88067,2.888408,2.895411,2.901779,2.907594,2.912925,2.91783,2.922357,2.92655,2.930444,2.934069,2.937452,27.855447,26.598694,25.986626,25.577149,25.154515,24.620762,23.619259,27.572866,26.767177,26.375086,25.942579,25.476221,25.044797,24.209541,27.54959,26.82207,26.472581,26.081526,25.701544,25.371271,24.691816,27.321259,26.964791,26.780872,26.193622,25.623356,25.462382,25.179239,27.055425,26.84172,26.740691,26.169193,25.612099,25.53517,25.388644,2.136575,2.279728,2.389199,2.47401,2.540561,2.593444,2.635985,2.670617,2.699139,2.722891
180.449897,1.540666,1.600794,1.68504,1.834374,2.070748,2.245164,2.375855,2.47535,2.552324,2.612831,2.661141,2.700294,2.732477,2.759284,2.781888,2.801163,2.817768,2.832207,2.844869,2.856058,2.866013,2.874925,2.88295,2.890212,2.896816,2.902847,2.908375,2.913462,2.918158,2.922506,2.926543,2.930303,2.933812,26.353376,26.010259,25.729477,25.125444,24.491336,24.12947,23.518181,26.934783,26.373206,26.055826,25.54903,25.00044,24.640243,23.855754,27.24342,26.634159,26.326654,25.924697,25.524177,25.225186,24.689113,27.229199,26.856656,26.659009,26.292633,25.925487,25.723193,25.326171,27.112475,26.875625,26.766138,26.570585,26.371145,26.248499,26.029227,2.195031,2.328462,2.430314,2.509121,2.570904,2.619966,2.659414,2.691519,2.717953,2.739962
175.026129,1.588214,1.646453,1.72805,1.872677,2.101572,2.270449,2.396978,2.4933,2.567814,2.626387,2.673151,2.71105,2.742203,2.768151,2.79003,2.808687,2.82476,2.838737,2.850993,2.861822,2.871458,2.880084,2.887852,2.894881,2.901273,2.90711,2.912461,2.917385,2.92193,2.926138,2.930046,2.933685,2.937081,29.635926,28.605673,28.176074,27.711019,27.269609,26.874341,26.045472,29.186727,28.190951,27.662537,27.333288,27.042779,26.603411,25.744586,28.784308,28.042454,27.671145,27.313671,26.961924,26.619289,25.940191,27.825137,27.304287,27.04019,26.584361,26.155322,25.929118,25.487198,27.518308,27.238618,27.106361,26.985735,26.860426,26.719755,26.441626,2.324081,2.436033,2.521057,2.586605,2.63786,2.678487,2.71111,2.737636,2.759462,2.777626
175.714968,1.628681,1.685313,1.764654,1.905274,2.127802,2.291964,2.414952,2.508572,2.580994,2.63792,2.683369,2.720202,2.750478,2.775695,2.796958,2.815089,2.830709,2.844292,2.856202,2.866726,2.87609,2.884474,2.892022,2.898853,2.905065,2.910737,2.915937,2.920722,2.925139,2.929229,2.933026,2.936563,2.939863,28.192622,27.187637,26.700666,26.298545,25.945947,25.604014,24.870202,28.243619,27.309574,26.883551,26.514915,26.132832,25.674404,24.831178,28.23927,27.411108,27.010994,26.567336,26.164158,25.875069,25.304817,27.777941,27.222687,26.962604,26.629413,26.294977,26.049703,25.6029,26.969575,26.631619,26.470775,26.299403,26.130819,25.989838,25.736359,2.264661,2.386505,2.479279,2.550932,2.607035,2.651546,2.687312,2.716406,2.740354,2.760288
176.181844,1.686312,1.740653,1.81678,1.951691,2.165151,2.322597,2.440541,2.530315,2.599758,2.65434,2.697916,2.73323,2.762257,2.786434,2.80682,2.824203,2.839178,2.852199,2.863618,2.873708,2.882685,2.890722,2.897958,2.904507,2.910462,2.9159,2.920886,2.925473,2.929707,2.933628,2.937269,2.940659,2.943823,27.424434,26.641996,26.281004,25.863433,25.429226,25.105817,24.402792,27.702126,26.880257,26.498994,25.953818,25.412989,25.019625,24.255343,27.434746,26.885475,26.569586,25.953955,25.349079,25.08284,24.565637,27.357877,26.915352,26.706645,26.119644,25.540602,25.362807,24.997294,27.237071,26.959275,26.834476,26.353935,25.88933,25.788773,25.610293,2.303465,2.41885,2.506563,2.574229,2.627166,2.669141,2.702855,2.730271,2.752834,2.771612
176.369066,1.68759,1.741881,1.817937,1.95272,2.165979,2.323276,2.441109,2.530797,2.600174,2.654704,2.698239,2.733519,2.762519,2.786673,2.807039,2.824405,2.839366,2.852375,2.863783,2.873863,2.882831,2.89086,2.89809,2.904633,2.910582,2.916015,2.920995,2.925578,2.929808,2.933725,2.937363,2.940749,2.94391,27.855477,26.761313,26.230035,25.828407,25.411973,24.976014,24.131151,27.695956,26.927006,26.512732,25.984808,25.503215,25.127353,24.464365,27.425108,26.660549,26.292709,25.992984,25.693081,25.318079,24.644982,27.223603,26.602226,26.293621,26.312683,26.335554,26.042643,25.47992,27.091702,26.752454,26.586037,26.728962,26.86934,26.690613,26.342018,2.288639,2.406492,2.496139,2.565329,2.619475,2.662419,2.696917,2.724974,2.748066,2.767286
177.779652,1.706997,1.760517,1.83549,1.96835,2.178555,2.33359,2.449724,2.538117,2.606491,2.660232,2.703136,2.737905,2.766484,2.790288,2.810358,2.827473,2.842217,2.855037,2.866279,2.876213,2.885051,2.892964,2.900088,2.906536,2.912399,2.917753,2.922661,2.927177,2.931346,2.935206,2.938791,2.942128,2.945243,26.671859,25.478086,24.848183,24.430278,24.036935,23.527421,22.365603,26.775417,25.711417,25.131856,24.83695,24.572789,24.090519,23.177752,26.844523,26.150601,25.794309,25.519071,25.215267,24.849975,24.185643,26.527599,26.041404,25.805309,25.531689,25.264778,25.060039,24.691383,26.724545,26.456642,26.338641,26.102438,25.872165,25.763657,25.555223,2.106928,2.255009,2.368343,2.456199,2.525169,2.57999,2.624099,2.660013,2.689594,2.71423
178.008542,1.679757,1.734359,1.810852,1.946412,2.160903,2.319113,2.437631,2.527842,2.597624,2.652473,2.696262,2.731749,2.760918,2.785213,2.805698,2.823166,2.838215,2.8513,2.862775,2.872914,2.881935,2.890011,2.897283,2.903865,2.909849,2.915313,2.920323,2.924932,2.929187,2.933127,2.936786,2.940193,2.943372,26.521866,25.401319,24.954423,24.484883,24.040143,23.613362,22.877791,26.654964,25.727552,25.244784,24.74841,24.266243,23.842955,23.03998,26.388061,25.68905,25.348689,24.954265,24.583884,24.276283,23.719143,26.705503,26.25148,26.034585,25.67189,25.31058,25.099134,24.707452,26.827197,26.53676,26.395897,26.356079,26.308512,26.169453,25.906546,2.055791,2.212371,2.332367,2.425474,2.498615,2.556779,2.603593,2.641719,2.673126,2.699286
